Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 None	0.0537	-0.0166	0.9824	0.0	0.0	0.0	-0.527	-3.164	-118.746	24.62	-1535	-693	-3273	None	None	None	None	None	None	None	None
 None	0.0537	-0.0151	0.9834	0.0	0.0	0.0	-0.527	-3.159	-118.746	24.65	-1535	-693	-3273	None	None	None	None	None	None	None	None
 None	0.0537	-0.0156	0.9839	0.0	0.0	0.0	-0.527	-3.159	-118.746	24.63	-1535	-693	-3272	None	None	None	None	None	None	None	None
 None	0.0542	-0.0156	0.9829	0.0	0.0	0.0	-0.527	-3.153	-118.746	24.64	-1536	-693	-3273	None	None	None	None	None	None	None	None
 None	0.0527	-0.0156	0.9829	0.0	0.0	0.0	-0.527	-3.153	-118.746	24.62	-1535	-693	-3273	None	None	None	None	None	None	None	None
 None	0.0532	-0.0161	0.9834	0.0	0.0	0.0	-0.527	-3.148	-118.746	24.58	-1536	-693	-3273	None	None	None	None	None	None	None	None
 None	0.0518	-0.0156	0.9829	0.0	0.0	0.0	-0.522	-3.142	-118.746	24.59	-1536	-693	-3272	None	None	None	None	None	None	None	None
 None	0.0537	-0.0151	0.9824	0.0	0.0	0.0	-0.522	-3.142	-118.746	24.63	-1536	-693	-3272	None	None	None	None	None	None	None	None
 None	0.0527	-0.0151	0.9829	0.0	0.0	0.0	-0.522	-3.137	-118.746	24.59	-1536	-694	-3272	None	None	None	None	None	None	None	None
 None	0.0537	-0.0156	0.9824	0.0	0.0	0.0	-0.522	-3.137	-118.746	24.63	-1535	-693	-3271	None	None	None	None	None	None	None	None
 None	0.0542	-0.0161	0.9824	0.0	0.0	0.0	-0.522	-3.131	-118.746	24.64	-1536	-693	-3272	None	None	None	None	None	None	None	None
 None	0.0527	-0.0161	0.9834	0.0	0.0	0.0	-0.522	-3.131	-118.746	24.59	-1536	-694	-3271	None	None	None	None	None	None	None	None
 None	0.0527	-0.0151	0.9834	0.0	0.0	0.0	-0.522	-3.126	-118.746	24.66	-1535	-693	-3272	None	None	None	None	None	None	None	None
 None	0.0532	-0.0161	0.9829	0.0	0.0	0.0	-0.522	-3.126	-118.746	24.6	-1535	-694	-3271	None	None	None	None	None	None	None	None
 None	0.0542	-0.0151	0.9824	0.0	0.0	0.0	-0.522	-3.126	-118.746	24.63	-1535	-694	-3272	None	None	None	None	None	None	None	None
 None	0.0537	-0.0156	0.9834	0.0	0.0	0.0	-0.522	-3.12	-118.746	24.64	-1536	-693	-3271	None	None	None	None	None	None	None	None
 None	0.0527	-0.0156	0.9824	0.0	0.0	0.0	-0.522	-3.12	-118.746	24.59	-1535	-694	-3271	None	None	None	None	None	None	None	None
